split,masks,MAD,MAD_fg,MAD_unk,MSE,SAD,Grad,Conn
natural,r50_c4_3x,36.64552130552083,58.93644238393311,181.09403492564405,24.122743048489504,19.719744379243902,,
natural,r50_dc5_3x,33.988694889546636,53.12808127255026,169.93615581108142,21.599931684588753,18.30680730863356,,
natural,r50_fpn_3x,34.70133509239712,55.04832285746144,173.17933048244254,22.326257271762078,18.03455995391639,,
